Ciudad_enc,Tipo_Zona_enc,Tipo_Sensor_enc,Fuente_Principal_Ruido_enc,Condicion_Climatica_enc,Franja_Horaria_enc,Nivel_Ruido_dB_scaled,Indice_Movilidad_scaled,Flujo_Vehicular_veh_h_scaled,Velocidad_Promedio_kmh_scaled,Saturacion_Transporte_scaled,Calidad_Señal_Sensor_scaled,Indice_Congestion_scaled,Ratio_Ruido_Velocidad_scaled,Es_Hora_Pico,Es_Diurno,Supera_Limite_Normativo,Mes,Trimestre,Clasificacion_Normativa_encoded
0,5,1,1,0,0,0.31811894882434305,0.010526315789473684,0.006355932203389831,1.0,0.0,0.7000000000000002,0.004081632653061225,0.03803974344290459,0,0,0,7,3,1
0,2,1,6,0,2,0.18118948824343023,0.05263157894736842,0.04519774011299435,0.6175548589341693,0.21,0.8666666666666667,0.14897959183673468,0.05871320581834841,0,0,0,7,3,1
0,5,0,0,2,2,0.23651452282157687,0.3368421052631579,0.2627118644067797,0.5987460815047023,0.42,0.766666666666667,0.3877551020408163,0.0732304432481961,0,1,0,7,3,1
0,1,1,6,1,0,0.2102351313969572,0.031578947368421054,0.021892655367231638,0.7539184952978057,0.0,0.033333333333333215,0.012244897959183675,0.045942618256786166,0,0,0,8,3,0
0,0,1,6,0,3,0.5131396957123098,0.5684210526315789,0.3425141242937853,0.42163009404388724,0.64,0.1333333333333333,0.6122448979591837,0.18848070095063568,0,1,0,11,4,1
0,2,1,0,0,2,0.14522821576763484,0.031578947368421054,0.018361581920903956,0.6394984326018809,0.11,0.3333333333333335,0.07959183673469387,0.0483048906196312,0,0,0,11,4,1
0,4,0,5,2,2,0.5034578146611344,0.631578947368421,0.3735875706214689,0.2053291536050157,0.88,0.10000000000000009,0.7836734693877552,0.32660920856717446,0,1,1,11,4,2
0,0,0,6,2,0,0.3734439834024897,0.3684210526315789,0.2055084745762712,0.47962382445141066,0.54,0.10000000000000009,0.47346938775510206,0.1317718474401558,0,0,0,11,4,0
0,5,2,6,1,1,0.475795297372061,0.5473684210526316,0.3806497175141243,0.38871473354231983,0.66,0.5333333333333332,0.6163265306122448,0.19240350475317836,1,1,0,11,4,3
0,0,1,3,1,2,0.7302904564315353,0.8947368421052632,0.7733050847457628,0.20219435736677116,1.0,0.6333333333333333,0.9591836734693877,0.4268554575649983,1,1,1,11,4,3
0,0,1,0,2,3,0.5408022130013832,0.6947368421052631,0.53954802259887,0.3652037617554859,0.77,0.9333333333333331,0.7408163265306122,0.22292692704157602,0,1,0,12,4,1
0,4,1,6,2,0,0.30705394190871377,0.30526315789473685,0.16454802259887005,0.7648902821316617,0.48,0.2666666666666666,0.41224489795918373,0.06136181422517467,0,0,0,12,4,0
0,5,0,5,2,0,0.1853388658367911,0.0,0.0,0.8667711598746082,0.05,0.033333333333333215,0.030612244897959183,0.030308670255411743,0,0,0,1,1,0
0,4,1,5,2,0,0.34716459197787003,0.25263157894736843,0.13559322033898305,0.5893416927899686,0.44,0.30000000000000027,0.3673469387755102,0.0983277975031497,0,0,0,2,1,0
0,5,1,6,2,1,0.3125864453665284,0.6526315789473685,0.4957627118644068,0.41222570532915365,0.76,0.5,0.7183673469387755,0.1372838162867942,1,1,0,2,1,1
0,5,1,6,3,2,0.4854771784232365,0.6210526315789473,0.3919491525423729,0.41065830721003144,0.72,0.7999999999999998,0.6816326530612246,0.18554575649982818,1,1,1,2,1,3
0,3,1,3,0,2,0.739972337482711,0.10526315789473684,0.0713276836158192,0.7492163009404389,0.24,0.6000000000000001,0.18775510204081633,0.1392881685946627,0,0,1,3,1,2
0,0,1,6,2,2,0.48409405255878285,0.7157894736842105,0.661723163841808,0.24764890282131663,0.94,0.6000000000000001,0.8530612244897959,0.2803945710686061,0,1,1,4,2,1
0,5,0,1,2,2,0.15076071922544948,0.0,0.0,0.7225705329153607,0.1,1.0,0.061224489795918366,0.039013285992440735,0,0,0,5,2,0
0,4,2,5,1,2,0.4467496542185339,0.21052631578947367,0.19915254237288135,0.6583072100313481,0.23,0.5,0.22244897959183674,0.10435517122895431,0,0,1,5,2,1
0,5,1,6,1,2,0.20470262793914246,0.21052631578947367,0.1461864406779661,0.6269592476489028,0.31,0.16666666666666696,0.27142857142857146,0.06203470392853051,0,1,0,5,2,0
0,4,1,6,0,1,0.5712309820193637,0.7999999999999999,0.6362994350282486,0.2836990595611285,0.93,0.7333333333333334,0.8795918367346939,0.28421715725575536,1,1,1,6,2,2
0,5,1,2,2,3,0.2641770401106501,0.39999999999999997,0.2274011299435028,0.6003134796238245,0.55,0.10000000000000009,0.49183673469387756,0.07872809529263543,0,1,0,6,2,1
0,5,1,6,0,0,0.06085753803596128,0.0,0.0,0.7257053291536051,0.12,0.7333333333333334,0.07346938775510203,0.022506013056923596,0,0,0,6,2,0
0,3,2,0,0,1,0.8201936376210235,0.7578947368421053,0.4540960451977401,0.33699059561128525,0.82,0.5666666666666669,0.7959183673469388,0.32679532699576225,1,1,1,6,2,3
0,1,1,5,0,2,0.2780082987551868,0.0,0.0,0.804075235109718,0.0,0.8666666666666667,0.0,0.05158343832321613,0,0,0,6,2,1
0,4,2,6,2,3,0.5103734439834027,0.5789473684210527,0.4194915254237288,0.38087774294670856,0.67,0.16666666666666696,0.6346938775510205,0.2060474172488833,0,1,0,6,2,2
0,5,1,1,1,3,0.42461964038727534,0.3684210526315789,0.2796610169491525,0.5125391849529781,0.38,0.666666666666667,0.37551020408163266,0.1345063566601764,0,1,0,7,3,3
0,5,0,0,1,2,0.31535269709543573,0.29473684210526313,0.2535310734463277,0.5454545454545456,0.43,0.3333333333333335,0.3775510204081633,0.10097640590997596,0,1,0,8,3,1
0,4,1,0,2,1,0.48824343015214383,0.5052631578947369,0.2951977401129943,0.4843260188087775,0.69,0.3333333333333335,0.6183673469387755,0.15854426755239953,0,1,0,8,3,2
0,5,1,0,2,2,0.10650069156293224,0.0,0.0,0.7931034482758621,0.04,0.2666666666666666,0.02448979591836735,0.024195395716412785,0,0,0,8,3,0
0,0,1,2,0,0,0.3872752420470263,0.35789473684210527,0.3361581920903955,0.3996865203761755,0.43,0.5666666666666669,0.40204081632653066,0.16265318978353,0,0,0,8,3,0
0,5,1,5,2,1,0.2959889349930844,0.6736842105263158,0.3742937853107345,0.2335423197492163,0.85,0.2333333333333334,0.7816326530612245,0.21787309586530756,1,1,0,9,3,1
0,5,1,3,0,1,0.558782849239281,0.6631578947368421,0.4703389830508475,0.41065830721003144,0.71,0.2333333333333334,0.6918367346938776,0.20577539800710115,1,1,1,9,3,3
0,0,1,4,0,0,0.40940525587828497,0.24210526315789474,0.23728813559322035,0.5297805642633229,0.29,0.16666666666666696,0.27142857142857146,0.1262026113847211,0,0,0,10,4,1
0,0,1,6,0,3,0.6625172890733058,0.8631578947368421,0.7238700564971752,0.2884012539184953,1.0,0.2666666666666666,0.9469387755102041,0.31252147520329865,1,1,1,10,4,3
0,0,1,2,2,2,0.7012448132780082,0.9368421052631579,0.8686440677966102,0.2429467084639499,1.0,0.2333333333333334,0.9755102040816326,0.3681136181422518,1,1,1,11,4,3
0,5,2,4,0,0,0.09405255878284918,0.031578947368421054,0.01765536723163842,0.7664576802507839,0.14,0.9666666666666668,0.0979591836734694,0.024524682166991177,0,0,0,11,4,0
0,4,1,6,2,3,0.582295988934993,0.8947368421052632,0.4823446327683616,0.1739811912225705,1.0,0.16666666666666696,0.9591836734693877,0.397835299507502,1,1,1,11,4,3
0,5,1,6,2,2,0.15076071922544948,0.031578947368421054,0.02824858757062147,0.8307210031347962,0.19,0.2333333333333334,0.1285714285714286,0.028075249112358258,0,0,0,12,4,0
1,5,0,1,3,0,0.19363762102351317,0.0,0.0,0.6927899686520378,0.14,0.6000000000000001,0.08571428571428572,0.05050967815828657,0,0,0,1,1,0
1,0,1,5,0,2,0.6058091286307055,0.9263157894736842,0.873587570621469,0.31974921630094044,1.0,0.5333333333333332,0.9714285714285714,0.27031554232046734,1,1,1,1,1,2
1,4,1,5,1,3,0.5698478561549103,0.47368421052631576,0.422316384180791,0.4090909090909091,0.51,0.7333333333333334,0.4959183673469388,0.20955503378765322,0,1,1,2,1,2
1,1,1,1,3,0,0.3167358229598894,0.05263157894736842,0.03389830508474576,0.7836990595611286,0.13,0.833333333333333,0.1,0.060560073302027256,0,0,0,2,1,1
1,4,1,6,2,3,0.517289073305671,0.6842105263157895,0.4689265536723164,0.35579937304075243,0.77,0.30000000000000027,0.736734693877551,0.22082235711831405,0,1,0,2,1,2
1,2,2,3,2,2,0.3029045643153527,0.42105263157894735,0.3629943502824859,0.6112852664576802,0.6,0.8999999999999999,0.5306122448979592,0.08472683541404193,0,1,1,2,1,3
1,4,1,6,2,3,0.45919778699861696,0.6,0.5296610169491526,0.36677115987460823,0.65,0.3999999999999999,0.6306122448979592,0.1977579887756271,0,1,0,3,1,1
1,0,1,2,0,1,0.7247579529737207,0.8736842105263157,0.5317796610169492,0.1739811912225705,1.0,0.9333333333333331,0.9510204081632654,0.46366395601878363,1,1,1,3,1,3
1,0,1,2,0,2,0.5726141078838176,0.9157894736842105,0.8813559322033898,0.21473354231974923,1.0,0.2666666666666666,0.9673469387755101,0.3458939411293094,1,1,1,3,1,2
1,5,2,1,2,3,0.38450899031811897,0.5578947368421052,0.4759887005649717,0.3072100313479624,0.79,0.30000000000000027,0.7000000000000001,0.20481617225976406,1,1,0,3,1,2
1,0,1,6,0,2,0.5919778699861686,0.6631578947368421,0.653954802259887,0.3432601880877744,0.87,0.06666666666666687,0.789795918367347,0.25094490894513805,0,1,1,3,1,2
1,3,2,1,1,3,0.9266943291839558,0.5157894736842105,0.4435028248587571,0.2931034482758621,0.55,0.16666666666666696,0.536734693877551,0.39991123582636584,0,1,1,4,2,3
1,5,1,5,0,0,0.1286307053941908,0.0,0.0,0.8322884012539187,0.08,0.7999999999999998,0.0489795918367347,0.024367197342801503,0,0,0,4,2,0
1,0,1,2,2,1,0.6459197786998618,0.9894736842105263,0.7874293785310734,0.19905956112852669,1.0,0.7000000000000002,0.9959183673469387,0.3945424350017181,1,1,1,4,2,2
1,4,1,6,2,0,0.27939142461964045,0.19999999999999998,0.13559322033898305,0.45454545454545453,0.29,0.3999999999999999,0.25510204081632654,0.11535047531783303,0,0,0,4,2,0
1,1,1,5,2,2,0.39557399723374836,0.3263157894736842,0.2387005649717514,0.6410658307210033,0.3,0.20000000000000018,0.31020408163265306,0.09772649181078914,0,1,1,4,2,2
1,2,2,0,1,1,0.1825726141078839,0.3157894736842105,0.20127118644067796,0.634796238244514,0.44,0.3999999999999999,0.3918367346938776,0.05640820066429962,0,1,0,4,2,1
1,3,1,5,0,3,0.7759336099585061,0.7894736842105263,0.702683615819209,0.26959247648902823,0.97,0.3333333333333335,0.9,0.36953098155995884,1,1,1,5,2,2
1,5,1,5,1,2,0.30428769017980645,0.24210526315789474,0.14759887005649716,0.64576802507837,0.35,0.2333333333333334,0.3081632653061224,0.0788139961058298,0,1,0,5,2,1
1,4,1,6,2,3,0.38589211618257263,0.5894736842105263,0.4774011299435028,0.426332288401254,0.8,0.4333333333333331,0.7183673469387755,0.15231645859580806,0,1,0,5,2,1
1,0,1,6,1,0,0.3914246196403873,0.30526315789473685,0.2231638418079096,0.5877742946708464,0.27,0.833333333333333,0.2836734693877551,0.10804890619631201,0,0,0,5,2,0
1,5,1,6,3,0,0.17980636237897646,0.010526315789473684,0.00847457627118644,0.7742946708463951,0.0,0.3333333333333335,0.004081632653061225,0.03842629710227924,0,0,0,6,2,0
1,5,0,6,0,3,0.3098201936376211,0.37894736842105264,0.3015536723163842,0.5078369905956113,0.41,0.033333333333333215,0.3979591836734694,0.10867884549307068,0,1,0,6,2,1
1,0,1,6,0,1,0.6085753803596128,1.0,0.66454802259887,0.14576802507836994,1.0,0.9333333333333331,1.0,0.45129423891879517,1,1,1,6,2,2
1,5,1,6,2,2,0.2531120331950208,0.021052631578947368,0.019774011299435026,0.8087774294670846,0.0,1.0,0.00816326530612245,0.04694479441072043,0,0,0,6,2,1
1,5,1,6,0,1,0.13554633471645922,0.2631578947368421,0.23375706214689265,0.5752351097178685,0.27,0.16666666666666696,0.26734693877551025,0.05572099415874471,0,1,0,6,2,0
1,0,2,6,0,2,0.5297372060857539,0.7157894736842105,0.4032485875706215,0.4200626959247649,0.98,0.8666666666666667,0.8775510204081632,0.1936633833466957,0,1,1,6,2,1
1,4,2,5,0,1,0.34993084370677735,0.6631578947368421,0.6511299435028248,0.27272727272727276,0.77,0.5666666666666669,0.7285714285714285,0.2128622150956363,0,1,0,7,3,1
1,5,1,6,1,3,0.3333333333333334,0.3263157894736842,0.3234463276836158,0.5094043887147335,0.3,0.9666666666666668,0.31020408163265306,0.11384721108693165,0,1,0,7,3,1
1,4,1,5,0,2,0.5961272475795296,0.8210526315789474,0.5925141242937854,0.3934169278996866,0.89,0.4333333333333331,0.863265306122449,0.22451609208567175,1,1,1,7,3,3
1,5,0,1,0,2,0.3914246196403873,0.25263157894736843,0.16596045197740114,0.6598746081504703,0.28,0.2333333333333334,0.2693877551020408,0.09331691673347843,0,1,1,7,3,2
1,0,1,0,2,0,0.37759336099585067,0.30526315789473685,0.2252824858757062,0.6724137931034484,0.28,0.3666666666666667,0.2897959183673469,0.08836330317260337,0,0,0,8,3,0
1,5,1,5,0,2,0.20470262793914246,0.24210526315789474,0.19491525423728814,0.6144200626959249,0.28,0.10000000000000009,0.2653061224489796,0.06401042263200092,0,1,0,8,3,0
1,0,2,6,3,1,0.3734439834024897,0.5578947368421052,0.5169491525423728,0.4623824451410658,0.64,0.7333333333333334,0.6081632653061224,0.13702611384721108,0,1,0,8,3,0
1,2,2,4,0,2,0.4467496542185339,0.7368421052631579,0.527542372881356,0.40125391849529785,0.97,0.7000000000000002,0.8795918367346939,0.17871664185087616,1,1,1,8,3,3
1,0,1,1,2,3,0.6832641770401107,0.6,0.4053672316384181,0.371473354231975,0.74,0.9333333333333331,0.6857142857142857,0.26179704501202616,0,1,1,8,3,3
1,5,0,6,1,0,0.1825726141078839,0.0,0.0,0.7507836990595613,0.0,0.16666666666666696,0.0,0.041475775970679196,0,0,0,8,3,0
1,0,2,6,0,1,0.5491009681881052,0.968421052631579,0.8608757062146892,0.20219435736677116,1.0,0.7000000000000002,0.9877551020408163,0.3493586072614821,1,1,0,8,3,1
1,4,1,0,0,3,0.5089903181189488,0.9052631578947368,0.6758474576271186,0.12225705329153608,1.0,0.5,0.963265306122449,0.4377219104340855,1,1,0,8,3,2
1,4,1,6,2,2,0.43153526970954365,0.17894736842105263,0.1638418079096045,0.6191222570532915,0.12,0.9666666666666668,0.14285714285714288,0.10948058641621809,0,0,1,8,3,1
1,5,2,2,1,2,0.33609958506224064,0.0,0.0,0.7742946708463951,0.0,0.4333333333333331,0.0,0.06508418279693047,0,0,0,8,3,1
1,0,0,6,0,2,0.690179806362379,0.968421052631579,0.6122881355932204,0.2429467084639499,1.0,0.1333333333333333,0.9877551020408163,0.3638328942847326,1,1,1,8,3,3
1,5,0,6,0,1,0.36791147994467505,0.4105263157894737,0.3333333333333333,0.523510971786834,0.5,0.9666666666666668,0.4653061224489796,0.11828541976864047,0,1,0,9,3,2
1,4,2,5,2,1,0.4647302904564316,0.6631578947368421,0.5840395480225988,0.5141065830721003,0.72,0.7999999999999998,0.6979591836734694,0.14348299163898753,0,1,0,9,3,1
1,0,0,5,0,3,0.5892116182572613,0.5894736842105263,0.4653954802259887,0.523510971786834,0.64,0.3666666666666667,0.6204081632653061,0.16953957164127825,0,1,1,9,3,2
